,id,dm-0,dm-1,dm-2,dm-3,dm-4,dm-5,dm-6,dm-7,dm-8,dm-9,dm-10,dt-0,dt-1,dt-2,dt-3,dt-4,dt-5,dt-6,dt-7,dt-8,dt-9,dt-10,dt-11,dt-12,dt-13,dt-14,dt-15,dt-16,dt-17,dt-18,dt-19,dt-20,dt-21,dt-22,tag
0,CSS1611101400424116462,78,60,33,25,20,2,3,1,1,7,0,0,0,0,1,3,2,1,1,0,0,0,3,2,8,10,24,22,13,29,107,4,0,0,3
1,CSS1611101210274176502,148,65,13,2,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,3,4,10,8,23,21,15,25,107,7,0,0,4
2,CSS1611101150154137989,38,32,26,36,19,0,0,0,0,0,32,0,0,0,1,4,3,1,0,0,0,1,4,3,10,8,16,16,8,29,102,26,0,0,4
3,CSS1611091630244128695,225,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,2,2,0,0,0,0,0,12,14,24,26,15,24,92,10,0,0,4
4,CSS1611091600294129774,66,48,31,24,13,17,5,2,1,23,0,0,0,0,1,5,4,1,0,0,0,0,0,0,11,10,27,24,15,24,102,6,0,0,2
5,CSS1611091350304122705,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,33,17,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,4
6,CSS1611091210484112960,63,52,40,41,18,1,4,9,1,0,0,0,0,0,1,3,2,1,0,0,0,1,2,2,8,10,23,20,15,33,104,8,0,0,5
7,CSS1611091120214135441,44,39,29,44,36,10,5,10,8,6,0,0,0,0,1,3,2,1,0,1,0,0,2,4,9,7,20,14,13,22,102,32,0,0,5
8,CSS1611091120214104142,44,39,35,51,49,10,1,0,0,0,0,0,0,0,1,3,2,1,0,1,0,0,2,4,9,7,20,14,13,22,102,32,0,0,4
9,CSS1611091010464105145,55,41,37,32,38,0,0,0,0,24,0,0,0,0,1,5,4,1,0,0,0,0,0,3,9,9,28,21,15,13,112,10,0,0,2
10,CSS1611081550304129645,48,33,27,43,52,8,1,4,9,5,0,0,0,0,1,4,3,1,0,0,0,0,3,2,9,10,24,19,14,28,104,9,0,0,5
11,CSS1611080151224107156,70,55,45,33,15,3,8,0,0,0,0,0,0,0,2,8,5,1,0,0,0,4,5,2,13,11,22,7,0,0,87,64,0,0,6
12,CSS1611071230074109142,48,46,36,46,33,17,2,0,0,0,0,0,0,0,1,4,3,1,0,1,0,1,2,6,10,11,23,10,8,6,109,37,0,0,5
13,CSS1611071180094132061,27,25,23,41,59,30,17,7,1,1,0,0,0,0,1,3,2,1,0,0,1,1,3,4,13,11,22,11,8,9,110,32,0,0,0
14,CSS1611071121144136942,196,26,1,0,4,0,0,0,0,0,0,0,0,0,1,3,2,1,1,0,0,0,2,2,7,9,18,13,12,39,99,23,0,0,4
15,CSS1611071120084120846,157,60,7,3,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,1,4,4,8,10,21,15,10,11,108,33,0,0,4
16,CSS1611071010084108990,50,49,34,38,42,13,2,0,0,0,0,0,0,0,1,4,3,1,0,0,0,3,2,7,13,11,23,9,3,0,107,46,0,0,0
17,CSS1611070010164112041,171,50,6,1,0,0,0,0,0,0,0,0,0,0,2,5,4,1,0,0,0,0,6,8,13,13,24,8,0,0,113,34,0,0,4
18,CSS1611061320184156776,154,59,14,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,2,6,8,11,24,15,8,11,112,25,0,0,4
19,CSS1611061290234141895,167,36,12,10,3,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,0,1,2,3,9,9,23,16,14,27,105,15,0,0,4
20,CSS1611061210044109538,56,43,28,26,41,14,14,7,0,0,0,0,0,0,1,5,3,1,0,1,0,0,3,6,8,12,25,11,8,11,111,26,0,0,5
21,CSS1611061091234116212,51,41,31,41,39,5,6,13,2,0,0,0,0,0,1,4,3,1,0,0,0,0,3,5,8,10,21,10,10,20,112,23,0,0,5
22,CSS1611051120134110028,43,35,40,51,52,6,1,0,0,0,0,0,0,0,1,3,2,1,0,0,0,1,2,4,9,8,21,16,9,22,104,29,0,0,5
23,CSS1611050120084101123,62,63,42,44,13,3,0,0,0,0,0,0,0,0,2,8,5,1,0,0,0,0,0,14,12,14,15,7,0,0,112,39,0,0,6
24,CSS1610301230374170682,173,49,4,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,1,3,2,10,8,16,16,10,21,105,29,4,0,4
25,CSS1610301120204106685,200,24,3,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,0,1,2,2,8,8,18,15,11,22,104,33,0,0,4
26,CSS1610291660214144382,207,18,1,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,0,0,0,0,2,1,10,11,16,13,7,15,93,48,6,0,4
27,CSS1610291630224109495,208,18,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,3,1,11,10,22,15,9,14,98,37,4,0,4
28,CSS1610281400094114941,142,30,6,18,24,4,5,0,0,0,0,0,0,0,1,5,3,1,0,0,0,2,2,5,15,8,19,10,8,5,111,37,0,0,4
29,CSS1610271290104102413,61,47,31,41,43,5,1,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,3,5,11,9,23,14,9,9,111,30,0,0,6
30,CSS1610241600204126524,158,62,6,2,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,1,4,2,9,11,19,15,9,16,100,36,3,0,4
31,CSS1610231570224126275,197,29,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,0,0,3,1,9,8,19,15,10,23,97,36,3,0,4
32,CSS1610231570204118948,31,26,22,37,56,23,5,1,2,27,1,0,0,0,1,3,2,1,0,0,0,0,3,3,9,10,19,16,10,21,101,31,2,0,2
33,CSS1610231460284109296,182,24,4,10,7,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,1,1,3,2,8,10,21,16,11,21,104,28,2,0,4
34,CSS1610230180074121576,205,21,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,1,0,0,0,0,5,6,10,21,28,4,0,0,64,77,0,0,4
35,CSS1610220040324133781,153,7,0,1,1,0,0,0,0,0,64,0,0,0,1,8,5,2,0,0,0,0,0,4,13,4,29,16,7,4,112,26,0,0,4
36,CSS1610211260104103466,25,25,24,39,63,27,11,6,4,7,1,0,0,0,1,3,2,1,1,0,0,0,2,5,11,10,21,12,9,11,108,36,0,0,3
37,CSS1610211180204120790,178,21,14,4,1,3,2,1,1,5,0,0,0,0,1,2,2,1,0,1,1,1,2,3,9,8,19,14,12,32,103,22,1,0,4
38,CSS1610211040244121915,163,55,8,2,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,2,2,11,11,23,15,10,7,110,32,0,0,4
39,CSS1610200150154126336,186,40,0,0,0,0,0,0,0,0,0,0,0,0,2,8,6,2,0,0,0,0,6,7,17,14,16,0,0,0,107,46,0,0,4
40,CSS1610131570194117494,29,25,20,32,62,29,20,12,1,0,0,0,0,0,1,4,3,1,0,0,0,0,4,3,11,14,26,20,14,15,104,14,0,0,2
41,CSS1610131180104104884,34,32,28,45,43,12,4,7,17,8,0,0,0,0,1,3,2,1,0,0,1,2,3,3,10,10,20,12,10,14,108,33,2,0,5
42,CSS1610131150114102277,22,21,20,36,61,28,13,14,10,5,0,0,0,0,1,3,2,1,0,0,0,1,4,3,8,8,17,12,9,21,99,41,2,0,5
43,CSS1610121600264129045,41,32,27,46,42,17,6,3,8,7,0,0,0,0,1,4,3,1,0,0,0,0,3,2,11,12,27,19,11,17,83,35,1,0,2
44,CSS1610121290034137586,36,28,22,31,34,4,2,6,17,49,0,0,0,0,1,3,2,1,1,1,0,0,3,5,10,8,19,11,11,13,94,50,0,0,5
45,CSS1610121230404110031,40,36,32,45,43,5,4,8,9,7,0,0,0,0,1,2,2,1,0,0,0,1,3,2,8,7,18,14,10,28,98,37,2,0,5
46,CSS1610121230244114553,30,27,26,43,56,24,13,8,2,1,0,0,0,0,1,2,2,1,1,1,0,0,3,3,8,8,17,13,11,29,100,33,2,0,6
47,CSS1610111070074115832,52,42,33,34,41,24,2,1,0,0,0,0,0,0,1,3,2,1,0,0,1,1,1,3,8,8,18,13,11,18,97,47,2,0,5
48,CSS1610110231174113878,58,29,12,12,0,0,0,0,0,0,90,0,0,0,3,9,6,1,0,0,0,0,2,8,19,14,24,0,0,0,74,70,0,0,4
49,CSS1610110210234109164,159,67,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,1,0,5,0,0,2,3,10,19,28,10,0,0,111,24,0,0,4
50,CSS1610101660414123208,19,18,15,25,46,52,35,11,7,1,0,0,0,0,1,5,3,1,0,0,0,0,4,4,4,10,15,14,10,34,57,70,0,0,5
51,CSS1610100070274103261,82,32,20,21,5,2,2,4,28,33,0,0,0,0,2,8,5,1,0,0,0,0,4,6,10,8,9,23,10,0,112,32,0,0,5
52,CSS1610100070244133288,87,46,16,17,11,1,0,0,1,50,0,0,0,0,2,6,4,1,0,0,0,0,8,4,13,11,10,25,9,0,113,25,0,0,5
53,CSS1610100040234111500,73,50,30,37,14,0,1,11,13,0,0,0,0,0,2,5,4,1,0,0,0,0,5,3,16,12,24,26,8,0,115,12,0,0,5
54,CSS1610090151174125109,54,38,39,39,28,9,2,7,14,1,0,0,0,0,1,5,3,1,0,0,0,2,2,2,12,9,22,8,5,13,95,51,0,0,2
55,CSS1610090121204115828,47,34,28,28,57,22,11,1,0,0,0,0,0,0,1,4,3,1,0,0,0,1,1,4,10,10,20,9,7,12,98,50,0,0,1
56,CSS1610071320374137623,39,36,32,46,47,7,1,6,4,12,1,0,0,0,1,3,2,1,1,0,0,0,2,2,6,8,19,15,12,30,102,29,2,0,1
57,CSS1610071260154236648,40,34,26,32,35,6,1,4,11,41,0,0,0,0,1,3,2,1,0,0,1,1,2,4,7,9,19,13,8,18,101,41,3,0,5
58,CSS1610061321034114619,196,29,1,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,0,0,0,1,4,3,8,8,14,13,12,30,91,40,0,0,4
59,CSS1610051290094112842,44,29,18,35,31,6,23,34,8,2,0,0,0,0,1,4,3,1,0,0,0,0,2,5,10,9,22,14,8,11,109,35,0,0,5
60,CSS1610051040264100999,31,33,27,45,54,14,2,1,2,22,0,0,0,0,1,5,3,1,0,0,0,0,0,6,9,11,20,15,10,4,109,37,0,0,2
61,CSS1610050010124122001,47,34,31,51,41,17,8,1,0,0,0,0,0,0,1,4,3,1,0,0,0,1,4,4,10,10,25,13,5,0,110,41,0,0,5
62,CSS1610040181164105823,48,42,32,35,34,12,20,6,1,0,0,0,0,0,1,5,4,1,0,0,0,2,1,6,11,8,28,9,3,3,91,58,0,0,5
63,CSS1610011180064110646,19,18,15,30,59,34,25,16,11,3,0,0,0,0,1,3,2,1,0,0,1,2,3,4,11,11,21,11,9,3,107,43,0,0,5
64,CSS1609261210844107359,81,17,4,6,12,3,1,1,6,99,0,0,0,0,1,3,2,1,0,0,1,1,2,2,7,6,14,12,7,10,43,17,0,73,4
65,CSS1609260120024111290,62,37,7,5,8,0,0,0,0,109,0,0,0,0,1,4,3,1,1,0,0,0,3,5,9,10,24,6,1,0,33,21,0,90,4
66,CSS1609260091164137445,28,24,21,36,67,44,8,1,0,0,0,0,0,0,1,3,2,1,0,0,0,0,2,2,6,5,10,7,7,26,47,23,0,79,4
67,CSS1609251400984119582,32,31,28,46,63,12,2,1,6,8,0,0,0,0,1,3,2,1,1,0,0,1,2,3,8,10,18,10,4,8,53,17,0,86,2
68,CSS1609251321064256693,45,39,33,46,45,12,5,5,0,0,0,0,0,0,1,2,2,1,0,0,0,1,2,2,6,6,11,8,9,23,59,25,0,66,5
69,CSS1609251320834119889,28,25,23,40,64,32,11,5,0,0,0,0,0,0,1,3,2,1,0,0,0,1,1,2,5,7,11,9,9,21,38,17,0,69,6
70,CSS1609251290124101098,52,44,31,37,49,13,2,0,0,0,0,0,0,0,1,2,2,1,0,0,1,1,2,4,8,7,15,11,6,7,64,17,0,76,6
71,CSS1609251231144129676,57,50,42,46,26,3,1,3,1,0,0,0,0,0,1,3,2,1,0,0,1,1,2,2,4,6,12,9,8,17,57,25,0,70,3
72,CSS1609221070014133607,49,35,25,23,16,3,5,16,25,33,0,0,0,0,1,3,2,1,1,0,1,1,2,4,10,8,20,12,9,8,101,48,0,0,5
73,CSS1609221041244110267,19,19,18,30,55,43,27,9,8,3,0,0,0,0,1,3,2,1,0,0,0,0,3,3,9,7,16,11,13,17,97,48,0,0,5
74,CSS1609221010114117243,176,35,3,1,1,5,4,4,1,0,0,0,0,0,1,4,3,1,0,2,0,1,3,5,12,12,21,7,4,2,96,55,5,0,3
75,CSS1609220010064109727,46,36,24,25,20,22,18,19,19,1,0,0,0,0,1,5,3,1,0,0,0,3,4,4,16,11,22,9,2,0,108,44,0,0,5
76,CSS1609120180124108987,167,59,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,1,0,0,0,0,5,6,16,13,26,4,0,0,112,32,0,0,4
77,CSS1609101690374137222,92,25,2,6,3,20,1,1,1,29,51,0,0,0,2,5,4,1,0,0,0,0,2,2,2,5,14,8,3,18,39,36,0,92,4
78,CSS1609101690374105884,18,15,17,21,41,33,44,22,6,14,0,0,0,0,2,5,4,1,0,0,0,0,2,2,2,5,14,8,3,18,39,36,0,92,2
79,CSS1609101550544114729,48,37,23,33,40,10,15,17,3,4,0,0,0,0,1,2,2,1,0,0,0,1,2,1,4,7,12,6,5,13,47,31,0,95,5
80,CSS1609101290064105006,51,19,11,15,14,4,3,1,1,1,112,0,0,0,1,2,1,1,0,0,1,1,2,2,5,5,9,5,6,8,50,23,2,109,4
81,CSS1609100091234102908,42,24,13,14,15,5,2,1,0,6,108,0,0,0,1,3,2,1,0,0,0,1,1,2,5,4,9,7,5,6,51,24,0,108,4
82,CSS1609090011264109605,45,35,33,45,38,12,4,5,5,8,0,0,0,0,1,2,1,1,0,0,1,1,1,2,3,4,8,7,6,15,49,20,0,110,6
83,CSS1609061261144134968,39,34,30,42,49,17,13,3,2,1,0,0,0,0,1,2,1,1,0,0,0,1,2,2,4,5,9,6,5,9,48,25,1,106,3
84,CSS1609061180834144443,22,21,18,28,42,42,34,16,5,2,0,0,0,0,1,2,1,1,0,1,0,1,1,2,5,4,10,7,4,9,52,20,0,108,2
85,CSS1609061180214126235,39,25,22,17,12,4,1,0,0,20,90,0,0,0,1,2,1,1,1,1,1,1,1,2,4,4,9,7,6,15,52,16,3,106,4
86,CSS1609041350784131213,29,26,24,39,61,27,12,5,4,2,0,0,0,0,1,2,1,1,0,0,0,1,1,1,4,4,8,4,4,18,43,26,1,103,5
87,CSS1609041041244101667,36,33,29,39,37,11,5,3,10,25,3,0,0,0,1,2,1,1,0,1,0,0,2,2,4,4,8,7,7,12,51,19,0,109,5
88,CSS1609041041214134611,39,37,34,46,42,14,9,5,3,1,0,0,0,0,1,2,1,1,1,1,0,1,2,1,3,4,8,6,6,18,50,17,0,109,2
89,CSS1609041040184101998,49,22,13,16,13,2,1,2,2,4,105,0,0,0,1,2,2,1,0,0,0,1,2,2,4,6,11,7,4,3,53,25,2,103,4
90,CSS1609041011234131242,35,32,27,42,56,24,10,2,1,0,0,0,0,0,1,2,1,1,1,0,0,1,1,1,3,4,8,7,6,13,51,18,0,110,5
91,CSS1609040090114121233,26,25,21,32,50,46,24,3,2,1,0,0,0,0,1,3,2,1,0,0,1,1,2,2,4,6,13,7,3,2,56,24,2,96,0
92,CSS1609030181084104467,46,21,11,14,17,6,2,0,0,7,106,0,0,0,1,2,2,1,0,0,0,1,1,1,5,3,7,6,5,15,49,23,0,105,4
93,CSS1609030071214116517,55,47,37,41,28,10,5,3,1,2,1,0,0,0,1,2,1,1,0,0,0,1,1,1,4,3,7,7,7,15,51,21,0,106,5
94,CSS1609030041244102873,36,31,26,38,64,30,4,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,3,3,8,7,7,18,50,18,0,108,0
95,CSS1609030010064123344,50,45,31,37,39,10,6,1,1,10,0,0,0,0,1,2,2,1,0,0,1,1,2,2,6,6,9,6,3,4,47,28,3,103,2
96,CSS1609020151234113826,54,49,36,42,26,12,10,0,0,0,0,0,0,0,2,3,2,1,0,0,0,1,3,3,6,5,11,6,0,0,49,27,0,105,6
97,CSS1609020010124113110,59,27,11,9,5,5,1,0,0,0,84,0,0,0,1,2,2,1,0,0,0,1,2,2,4,7,12,7,3,1,47,26,2,108,4
98,CSS1609020010114127735,95,59,21,8,8,1,20,16,0,0,0,0,0,0,1,2,2,1,0,0,0,1,2,3,5,7,12,7,3,1,48,26,2,107,5
99,CSS1608311070894114808,40,37,31,44,55,18,3,1,0,0,0,0,0,0,1,2,1,1,0,1,1,1,1,2,3,4,8,6,6,17,46,27,1,99,5
100,CSS1608311040144105039,63,16,7,12,12,4,1,0,0,36,78,0,0,0,1,2,1,1,0,0,0,0,2,2,3,6,11,7,5,4,52,21,2,109,4
101,CSS1608310211114109727,36,32,29,45,34,11,20,4,3,17,0,0,0,0,2,4,3,1,0,0,0,0,2,2,2,5,10,9,5,5,36,34,0,109,2
102,CSS1608310181104112828,39,22,9,13,20,9,3,1,2,36,76,0,0,0,1,2,2,1,1,0,0,1,1,2,4,3,7,6,5,15,46,25,0,105,4
103,CSS1608301230064121283,50,43,34,42,39,11,5,2,2,1,0,0,0,0,1,2,1,1,0,0,0,1,2,3,4,5,11,6,4,8,49,23,0,110,6
104,CSS1608301230044123883,44,37,30,38,37,18,17,5,2,2,0,0,0,0,1,2,1,1,1,0,0,1,2,2,4,5,10,6,4,8,48,24,0,109,5
105,CSS1608301210114126752,50,45,37,46,34,8,3,2,5,2,0,0,0,0,1,2,1,1,0,0,1,1,1,2,4,5,11,8,4,5,52,21,1,112,5
106,CSS1608291180064102809,52,44,35,41,33,11,6,6,1,1,0,0,0,0,1,2,1,1,0,0,1,1,2,2,5,5,11,7,5,4,53,21,0,111,5
107,CSS1608291180044127607,49,39,31,38,40,13,13,6,1,0,0,0,0,0,1,2,1,1,0,0,1,1,2,2,4,5,11,7,5,7,52,21,0,110,6
108,CSS1608291090054122820,47,42,35,44,42,10,4,3,1,2,0,0,0,0,1,2,1,1,0,0,1,1,2,2,4,5,10,8,5,8,49,20,1,112,6
109,CSS1608291090044108797,52,31,12,7,10,4,2,1,0,0,109,0,0,0,1,2,1,1,0,1,1,1,2,2,4,5,10,7,5,8,52,22,1,106,4
110,CSS1607141460674111313,29,25,21,32,61,33,19,7,1,3,0,0,0,0,1,2,2,1,0,0,0,1,1,2,4,6,11,6,3,12,52,22,0,98,5
111,CSS1607141430714142489,28,26,24,39,51,23,20,13,2,3,1,0,0,0,1,2,1,1,1,0,0,1,1,2,3,4,9,5,4,19,44,25,0,105,5
112,CSS1607141040024107869,38,33,29,46,50,15,10,7,1,0,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,3,9,6,7,11,51,19,1,108,5
113,CSS1607121290724106294,38,31,27,38,41,27,12,5,6,4,0,0,0,0,1,2,1,1,0,0,1,1,1,2,4,5,10,8,5,5,46,28,0,104,5
114,CSS1607120261034138147,49,39,17,29,14,19,37,20,5,0,0,0,0,0,4,9,7,1,0,0,0,0,0,0,0,6,6,6,6,0,58,12,0,115,5
115,CSS1607101600454143507,23,21,20,29,39,33,28,15,10,11,0,0,0,0,1,3,2,1,0,0,0,0,3,2,6,8,16,7,6,14,44,39,0,82,2
116,CSS1607101381004167841,44,18,8,13,19,9,5,1,0,4,110,0,0,0,1,2,2,1,1,0,0,1,1,2,5,4,9,6,5,12,50,18,1,109,4
117,CSS1607101380694141644,37,30,26,35,42,13,10,10,11,16,0,0,0,0,1,2,1,1,0,0,0,1,2,2,4,5,12,7,4,7,46,28,0,104,5
118,CSS1607101380034107543,63,11,6,9,17,8,3,1,1,36,78,0,0,0,1,2,2,1,1,1,0,1,2,2,5,6,12,6,4,7,44,24,2,108,4
119,CSS1607101350754138969,27,23,20,34,67,47,8,2,1,0,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,4,9,5,5,14,43,27,1,106,0
120,CSS1607091210014124380,28,26,24,39,48,20,15,19,9,3,0,0,0,0,1,2,2,1,1,1,0,1,2,2,5,6,12,5,4,6,53,18,0,110,1
121,CSS1607081690324112179,32,26,20,32,36,19,13,8,5,38,1,0,0,0,1,4,3,1,0,0,0,2,0,3,5,10,23,10,5,11,26,42,0,86,2
122,CSS1607081520484130475,28,16,15,40,56,33,22,12,7,1,0,0,0,0,1,3,2,1,0,0,0,0,1,2,7,7,15,11,7,9,61,28,0,79,1
123,CSS1607081400574107460,37,34,30,45,49,21,10,3,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1,3,4,4,12,9,5,5,54,24,0,99,5
124,CSS1607081090044127680,72,19,7,8,8,3,2,0,0,0,111,0,0,0,1,2,1,1,0,1,1,1,2,2,4,5,10,7,5,8,51,22,1,106,4
125,CSS1607081070814120009,46,37,30,42,46,18,3,5,2,0,0,0,0,0,1,2,1,1,1,0,0,0,2,2,5,5,12,7,3,3,51,25,0,105,5
126,CSS1607081070044111695,45,41,32,42,41,16,10,3,1,0,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,4,9,6,6,11,50,21,1,107,5
127,CSS1607081040824147654,37,33,29,45,51,19,7,1,3,5,0,0,0,0,1,2,1,1,0,0,0,0,2,2,4,6,11,7,4,5,51,23,0,106,5
128,CSS1607080121154133309,37,34,28,39,44,26,15,4,2,2,0,0,0,0,1,2,1,1,1,0,0,1,1,1,4,3,6,6,5,21,48,18,0,108,6
129,CSS1607071380774156515,57,16,7,11,15,7,3,1,0,5,108,0,0,0,1,2,1,1,0,0,0,1,1,1,4,4,8,4,4,21,41,26,1,103,4
130,CSS1607071320674128623,55,18,7,11,14,8,5,4,12,95,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,5,11,8,5,4,47,28,0,104,4
131,CSS1607071290674126131,54,20,10,12,15,8,2,10,13,86,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,5,10,8,5,6,49,27,0,101,4
132,CSS1607071210734117400,50,23,9,9,12,6,1,1,1,13,106,0,0,0,1,2,1,1,0,0,0,0,2,2,4,5,12,8,5,4,52,21,0,103,4
133,CSS1607061380624103568,56,18,8,10,15,6,2,1,3,7,106,0,0,0,1,2,1,1,0,0,0,0,2,2,4,5,12,8,4,4,50,26,0,101,4
134,CSS1607061121124101906,24,21,16,23,30,24,38,46,6,1,0,0,0,0,1,2,2,1,0,0,0,0,1,1,4,4,7,5,5,18,51,19,0,105,4
135,CSS1607061011264118208,41,29,16,14,10,4,1,0,0,0,88,0,0,0,1,2,1,1,0,0,0,1,1,2,4,4,9,7,6,9,49,24,0,108,4
136,CSS1607060181104115239,39,22,9,13,20,9,3,1,2,36,76,0,0,0,1,2,2,1,1,0,0,1,1,2,4,3,7,6,5,15,46,25,0,105,4
137,CSS1607060071214122888,44,20,11,13,18,6,3,2,1,7,104,0,0,0,1,2,1,1,0,0,0,1,1,1,4,3,7,7,7,15,51,21,0,106,4
138,CSS1607051090894117774,26,23,21,31,50,37,29,9,2,1,0,0,0,0,1,2,1,1,0,1,1,1,2,1,5,4,9,6,5,14,46,24,1,107,2
139,CSS1607041211134127847,89,64,33,21,9,5,4,6,1,1,0,0,0,0,1,2,1,1,0,1,1,1,1,2,3,3,7,6,6,16,49,21,1,107,3
140,CSS1607041211124111582,23,22,19,37,69,45,13,2,1,1,0,0,0,0,1,2,1,1,0,1,1,1,2,2,4,4,6,6,6,17,48,23,1,102,0
141,CSS1607041120794128732,38,31,25,37,59,21,11,6,2,1,0,0,0,0,1,2,1,1,1,0,1,1,2,2,5,5,11,7,4,4,53,21,1,104,5
142,CSS1607041091204106148,37,30,25,49,62,18,6,2,1,1,0,0,0,0,1,2,1,1,0,1,1,1,1,1,3,4,7,5,6,15,45,26,1,106,0
143,CSS1607041090774131535,42,36,27,39,57,20,6,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,2,2,4,5,11,8,4,4,52,23,1,105,5
144,CSS1607041090764122295,46,40,33,44,42,17,5,1,1,2,0,0,0,0,1,2,1,1,0,0,1,1,1,2,4,5,11,8,5,5,52,22,0,105,5
145,CSS1607041071204134191,29,28,27,46,67,20,5,3,3,3,0,0,0,0,1,2,1,1,0,1,1,1,1,1,3,4,7,5,6,18,47,24,0,105,3
146,CSS1607031320834188377,30,26,25,41,64,33,9,2,0,0,0,0,0,0,1,2,2,1,0,0,0,1,1,2,4,5,8,6,7,17,37,26,1,89,2
147,CSS1606171210684127504,42,38,31,40,35,17,16,5,5,1,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,5,11,8,5,6,52,23,1,104,2
148,CSS1606171181134127852,19,18,16,26,52,23,11,5,4,38,19,0,0,0,1,2,1,1,0,1,0,1,1,2,3,4,6,6,6,18,46,23,1,106,5
149,CSS1606161630314107465,128,23,1,1,1,1,2,0,7,5,62,0,0,0,2,4,3,1,0,0,0,0,0,0,5,6,15,11,8,14,47,45,0,71,4
150,CSS1606161600354121247,117,3,2,3,4,3,2,1,1,19,76,0,0,0,1,4,3,1,0,0,0,0,0,0,6,5,13,11,8,11,49,28,0,92,4
151,CSS1606161320804161901,28,22,14,20,29,26,33,51,5,2,0,0,0,0,1,2,1,1,0,0,1,1,1,1,4,4,9,5,5,16,44,26,1,102,4
152,CSS1606161090634117514,27,26,25,44,65,26,11,3,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,4,4,10,8,6,12,51,18,1,109,1
153,CSS1606160041244108573,40,27,15,12,16,5,2,1,2,104,6,0,0,0,1,2,1,1,0,0,0,0,1,1,3,3,8,7,6,18,50,18,1,109,4
154,CSS1606160041234104042,38,34,27,39,54,21,12,2,1,2,0,0,0,0,1,2,1,1,0,0,0,1,1,2,4,3,7,6,6,16,51,19,1,108,6
155,CSS1606160041224106591,32,29,25,41,58,21,11,5,3,4,0,0,0,0,1,2,1,1,0,0,0,1,2,2,3,4,8,6,6,16,52,18,0,108,3
156,CSS1606160041184142245,69,59,40,37,13,6,4,1,1,0,0,0,0,0,1,2,1,1,0,0,0,1,1,2,3,3,8,5,5,18,44,24,0,107,3
157,CSS1606151290034128793,34,32,27,41,53,18,14,7,2,1,0,0,0,0,1,2,1,1,1,1,0,1,2,2,4,4,9,5,6,10,47,24,2,108,5
158,CSS1606151210784125497,40,35,29,41,45,22,11,6,2,1,0,0,0,0,1,2,1,1,0,0,0,1,1,2,5,5,10,8,4,6,51,23,0,108,5
159,CSS1606151180914102935,31,28,23,37,61,24,14,3,2,3,5,0,0,0,2,4,3,1,0,0,2,0,2,1,3,6,10,9,6,11,51,32,0,81,5
160,CSS1606151180814106547,33,29,27,42,58,27,11,2,0,0,0,0,0,0,1,2,1,1,0,1,0,1,1,2,4,5,10,8,4,8,52,21,0,108,5
161,CSS1606141570424135964,80,31,9,8,3,3,3,0,0,0,90,0,0,0,1,3,2,1,0,0,0,0,1,2,7,5,15,12,10,11,45,27,0,90,4
162,CSS1606141490484110092,89,25,7,5,6,2,2,1,1,0,62,0,0,0,1,2,2,1,0,0,0,0,2,1,6,5,13,10,7,7,61,23,0,91,4
163,CSS1606141460534112713,32,30,27,44,53,20,5,5,3,9,3,0,0,0,1,2,2,1,0,0,0,1,2,3,6,7,14,9,4,2,56,26,0,92,2
164,CSS1606141430534127913,32,31,29,47,57,11,8,9,4,1,0,0,0,0,1,2,2,1,0,0,0,0,1,2,3,5,11,10,6,6,51,29,0,99,2
165,CSS1606131550474124364,28,26,23,39,61,30,16,6,1,0,0,0,0,0,1,3,2,1,0,0,0,0,1,2,6,7,15,11,6,6,47,33,0,90,0
